close,rsi,ema_fast,ema_slow,momentum,label
76189.56,22.22,77021.47,77266.1,-946.4499999999971,SELL
76039.05,16.65,76930.36,77187.47,-958.75,BUY
76206.97,24.34,76825.2,77103.47,-531.6600000000035,SELL
76122.87,26.12,76753.11,77040.43,-477.0200000000041,BUY
76249.99,27.26,76663.2,77007.61,60.43000000000757,SELL
76167.34,24.38,76552.0,76951.22,128.2899999999936,SELL
75943.35,19.34,76414.59,76889.94,-263.61999999999534,SELL
75828.51,20.98,76278.62,76813.05,-294.3600000000006,SELL
75651.78,15.66,76161.88,76738.88,-598.2100000000064,SELL
75649.85,14.27,76055.61,76679.67,-517.4899999999907,BUY
75754.78,18.34,76014.79,76612.33,-188.57000000000698,BUY
75821.34,22.12,75999.39,76539.13,-7.169999999998254,SELL
75813.53,25.11,75952.3,76455.57,161.75,SELL
75691.76,25.34,75907.4,76387.79,41.90999999998894,BUY
75693.01,32.66,75835.01,76308.47,-61.770000000004075,SELL
75621.95,34.58,75764.5,76219.99,-199.38999999999942,SELL
75496.0,22.88,75717.69,76122.97,-317.52999999999884,BUY
75515.77,25.65,75686.63,76032.75,-175.9899999999907,BUY
75664.62,26.92,75691.46,75963.49,-28.389999999999418,SELL
75545.6,26.17,75690.34,75898.55,-76.34999999999127,SELL
75400.09,27.84,75662.31,75859.95,-95.91000000000349,SELL
75252.34,27.12,75610.81,75827.48,-263.43000000000757,BUY
75257.6,31.88,75554.92,75779.46,-407.0199999999895,SELL
75015.0,26.1,75499.81,75728.81,-530.6000000000058,BUY
75222.45,31.39,75449.97,75670.87,-177.63999999999942,BUY
75604.11,43.78,75428.73,75627.72,351.7700000000041,SELL
75571.6,43.17,75425.18,75599.89,314.0,BUY
75921.75,55.75,75437.95,75590.24,906.75,BUY
76024.01,57.88,75432.04,75597.7,801.5599999999977,SELL
75846.63,55.09,75436.05,75600.58,242.52000000000407,SELL
75382.86,47.78,75439.29,75581.47,-188.74000000000524,SELL
74791.26,38.37,75434.67,75538.67,-1130.4900000000052,SELL
74770.11,35.03,75427.36,75493.58,-1253.8999999999942,BUY
74965.47,40.53,75472.96,75461.83,-881.1600000000035,SELL
74630.0,38.17,75468.24,75418.53,-752.8600000000006,SELL
74425.15,37.51,75384.28,75372.86,-366.1100000000006,SELL
74047.34,33.57,75274.36,75324.24,-722.7700000000041,SELL
73801.79,33.55,75076.01,75264.23,-1163.6800000000076,BUY
74280.01,38.09,74864.03,75202.47,-349.99000000000524,BUY
74595.13,37.04,74676.38,75156.39,169.98000000001048,SELL
